Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,6000,6000,6000, 36 months,8.90%,190.52,A,A5,A Touch Of Italy,8 years,OWN,28800,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > I plan on using this money to just consolidate my credit cards and get rid of them.. i make all my monthly payments without any problems.. i work 7 days a week.. and have been at my current job for 8 years..<br>,debt_consolidation,Debt consolidation,083xx,NJ,13.17,0,Jul-05,0,,,11,0,5269,36.80%,13,f,0,0,6858.700001,6858.7,6000,858.7,0,0,0,Jan-15,198.47,,Jun-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7200,7200,7200, 36 months,9.91%,232.02,B,B1,New York Living Solutions,6 years,RENT,135000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > This is a terrific business model. I wish everyone well this holiday season and happy investing.<br>,credit_card,Say goodbye to the rip-off banks,100xx,NY,6.12,0,Jan-97,0,,,7,0,16627,79.60%,18,f,0,0,8352.709998,8352.71,7200,1152.71,0,0,0,Jan-15,240.64,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9500,9500,9500, 36 months,8.90%,301.66,A,A5,Natex Architects,7 years,MORTGAGE,50000,Not Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/14/11 > A little bit of description:<br>I have a good credit score, never missed a payment, I have been employed with this company for the past 7 years. I want the funds to consolidate credit cards debts in one single monthly payment with a same interest rate. You will not regret to invest on me. Thank you in advance.<br>",credit_card,Credit Card Loan,770xx,TX,8.18,0,Jun-05,0,,,8,0,13422,60.50%,13,f,0,0,10495.82126,10495.82,9500,995.82,0,0,0,Jul-13,5378.43,,Oct-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18825,18825,18800, 60 months,16.77%,465.53,D,D2,Texas Health & Human Services Commission,10+ years,RENT,38000,Verified,Dec-11,Charged Off,n,,,debt_consolidation,Coledon's Club Loan,787xx,TX,23.18,0,Dec-04,0,,,6,0,11004,79.70%,7,f,0,0,18749.25,18724.53,8087.75,6786.71,0,3874.79,670.8193,Sep-14,465.53,,Aug-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Feb-16,COMPLETE,Feb-15,3852.29,33.1,0
,,24000,24000,24000, 36 months,10.65%,781.76,B,B2,City of Newport Beach,10+ years,RENT,45000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/14/11 > Debt consolidation<br><br>  Borrower added on 12/16/11 > Hi Lenders, I am using this loan to consolidate high interest rate credit cards. I had to help family over the past year, as you may know, one never loans to family, they give. This loan will be a big help, the family is doing better and so will I, when I do some creative financing with your help.<br>",debt_consolidation,Debt Consolidation Loan,926xx,CA,14.8,0,Feb-90,0,,,5,0,24708,55.20%,9,f,0,0,28143.25001,28143.25,24000,4143.25,0,0,0,Jan-15,791.58,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,13.49%,203.59,C,C1,Becker Construction Corporation,10+ years,RENT,80000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,smaller loan,931xx,CA,11.58,0,Feb-02,0,,,8,0,15499,83.80%,16,f,0,0,7328.920002,7328.92,6000,1328.92,0,0,0,Jan-15,212.86,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,13.49%,203.59,C,C1,Edward Jones,5 years,RENT,50000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Consolidate,860xx,AZ,15.38,0,Mar-04,1,,,6,0,15191,91.50%,7,f,0,0,7328.920002,7328.92,6000,1328.92,0,0,0,Jan-15,214.39,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2100,2100,2100, 36 months,12.42%,70.18,B,B4,Monroe Dispat,10+ years,MORTGAGE,30000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > Christmas Vacation and shopping loan.  Have worked as a contractor for local newspaper for over 15 years. Have lived at present address for 20+ years.  Job is stable. <br><br><br><br>,vacation,12/2011 loan,712xx,LA,19.72,0,Jul-95,1,,,12,0,12183,82.90%,26,f,0,0,2553.84,2553.84,2100,423.84,30,0,0,Dec-14,72.44,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5500,5500,5500, 36 months,6.62%,168.88,A,A2,,8 years,MORTGAGE,110000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/14/11 > This loan is for technology upgrade of computers, software and printers at our business in order to remain HIPPA compliant.<br>",small_business,Computer Equipment,060xx,CT,9.69,0,Aug-94,0,,,7,0,14136,21.90%,26,f,0,0,6079.289999,6079.29,5500,579.29,0,0,0,Jan-15,178.58,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,6.62%,337.75,A,A2,East Baton Rouge Parish School System,8 years,OWN,45608,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > payoff debts and consolidate<br>,debt_consolidation,payoff,707xx,LA,20.5,0,Jun-92,0,,,7,0,10677,58.70%,11,f,0,0,12158.61,12158.61,11000,1158.61,0,0,0,Jan-15,349.86,,May-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,26800,26800,26800, 60 months,20.89%,723.38,F,F1,charlotte regional medical center,3 years,MORTGAGE,120000,Verified,Dec-11,Fully Paid,n,,,debt_consolidation,credit loan,342xx,FL,12.15,0,May-06,0,,,13,0,14772,48%,18,f,0,0,32895.86293,32895.86,26800,6095.86,0,0,0,Mar-13,23499.05,,Jul-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,12.69%,268.36,B,B5,OPW Fuel Management Systems,5 years,MORTGAGE,35000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Credit Card Consolidation,604xx,IL,10.05,0,Oct-02,0,,,7,0,6842,97.70%,18,f,0,0,9000.143229,9000.14,8000,1000.14,0,0,0,Mar-13,5514.5,,Jun-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,18.25%,362.78,D,D5,Gucci Group/ Yves Saint Laurent,1 year,RENT,75000,Source Verified,Dec-11,Charged Off,n,,,credit_card,Credit Card,900xx,CA,24.14,0,Mar-97,0,77,,9,0,22828,96.30%,26,f,0,0,11730.6,11730.6,8320.22,3145.08,36.24699818,229.06,2.2906,Jan-15,200,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,11.71%,264.61,B,B3,Wal-Mart,9 years,MORTGAGE,35000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > I will consolidate my higher interest loans into one monthly payment. My income is stable and have been at the same job for almost ten years.<br>,credit_card,Consolidation Loan,895xx,NV,9.7,0,Apr-06,0,,,7,0,6142,46.50%,8,f,0,0,9435.85818,9435.86,8000,1435.86,0,0,0,May-14,2295.56,,Apr-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,8.90%,317.54,A,A5,Renal Support Network,6 years,RENT,24000,Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Start Fresh 2012,900xx,CA,7,0,Jan-00,0,28,,6,0,6734,49.50%,21,f,0,0,10869.33055,10869.33,10000,869.33,0,0,0,Mar-13,6743.26,,May-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,11.71%,396.92,B,B3,"Avon Protection Systems, Inc.",2 years,MORTGAGE,126000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > Paying off a Chase high interest credit card after their repeated refusals to lower the rate even though I have never been late (payment auto deducted from Chase Checking Account). I am attempting to close all my accounts with Chase.<br>,debt_consolidation,Chase,430xx,OH,13.32,0,Apr-90,0,74,,17,0,32711,54.10%,38,f,0,0,14183.43257,14183.43,12000,2183.43,0,0,0,May-14,3074.04,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,7.90%,312.91,A,A4,RAM DME,1 year,RENT,43000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Credit card paid off,919xx,CA,25.26,0,Jun-03,0,,,8,0,8215,37.20%,16,f,0,0,11264.48,11264.48,10000,1264.48,0,0,0,Jan-15,4.84,,Jan-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,9.91%,386.7,B,B1,samuraisushi restaurant,1 year,RENT,50000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,creditcard payoff,926xx,CA,16.44,0,Jan-00,1,,,11,0,14335,29.30%,25,f,0,0,13921.18,13921.18,12000,1921.18,0,0,0,Jan-15,392.03,,Jan-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,23088.16106, 60 months,13.49%,575.12,C,C1,Midnight,10+ years,MORTGAGE,67000,Verified,Dec-11,Charged Off,n,,"  Borrower added on 12/13/11 > Pay off my credit card, finish my house to refinance,appraised two years ago at $200.000 from an appraiser, <br>",credit_card,"Pay off credit card, refinance house",996xx,AK,14.15,0,Aug-99,0,28,,6,0,15319,91.20%,21,f,0,0,23880.65,20309.6,13833.2,8008.11,28.76,2010.58,361.9044,Mar-15,1179,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19750,19750,19725, 36 months,10.65%,643.33,B,B2,"PACIFIC WOOD LAMINATES, INC.",4 years,RENT,45000,Verified,Dec-11,Charged Off,n,,"  Borrower added on 12/13/11 > I have a very stable job/ I am a good borrower because I pay my bills on time in the fastest way that I can; and my credit score shows that I care about my credit, and I care about improving my credit. <br>",debt_consolidation,CONSOLIDATION,974xx,OR,22.8,0,Sep-00,0,56,,12,0,16576,54.20%,28,f,0,0,11931.23,11916.2,8590.58,2698.78,0,641.87,6.412899997,Sep-13,787.01,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,9.91%,322.25,B,B1,Albert Einstein College of Medicine,3 years,RENT,31200,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/13/11 > Credit card consolidation.<br><br> Borrower added on 12/13/11 > I plan to use these funds to consolidate debt including high interest credit cards ect from college. I've learned my lesson and am trying to get rid of this monkey on my back.<br><br>I am a graduate student with a regular income for the next 3 years and am committed to getting out of debt.<br>,debt_consolidation,Debt consolidation loan,104xx,NY,14.81,0,Oct-05,0,,,13,0,5540,27%,19,f,0,0,10904.83903,10904.84,10000,904.84,0,0,0,Jan-13,6912.69,,Mar-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13650,13650,13650, 36 months,12.42%,456.12,B,B4,MWH Americas,4 years,RENT,66000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/13/11 > I will use the loan to consolidate debt in order to become debt-free.  Currently, my debt is distributed throughout five creditors/credit cards.  By consolidating my debt with a single creditor/single payment system,  it would lower the interest rate that I am paying now, ultimately allowing for lower monthly payments and a shorter payment period than what I am currenty paying to my multiple creditors.<br><br> Borrower added on 12/14/11 > I currently have a combined APR of 18.20% and I pay $600/month. This loan would free up over $100/month and I would pay my debt much faster.<br>",debt_consolidation,Debt Consolidation,891xx,NV,24.09,0,Feb-01,0,74,,11,0,8933,56.50%,34,f,0,0,16012.11212,16012.11,13650,2362.11,0,0,0,Dec-13,5980.83,,Jan-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,11800,11775, 60 months,19.91%,312.04,E,E4,American Airlines,10+ years,RENT,52000,Verified,Dec-11,Charged Off,n,,"  Borrower added on 12/13/11 > Have cut up all credit cards and now trying to get one payment and one interest amount, instead of several payments with interests on them.<br> Borrower added on 12/14/11 > Have already gotten rid of all but one credit card to be held for emergency and to hold a hotel room if needed (usually pay for hotel room or rental car in cash on check out or returning the car).<br><br> Borrower added on 12/14/11 > To those who asked question, I am hoping the wording of my answers make sense. <br><br>  Borrower added on 12/23/11 > Thank you to those who have invested in me so far.<br>",debt_consolidation,Debt Consalidation,752xx,TX,20.7,0,Dec-88,0,,,10,0,29178,87.60%,16,f,0,0,12181.32,12155.52,4281.54,4759.37,0,3140.41,563.7888,Jun-14,312.04,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,7.90%,563.23,A,A4,United States Air Force,10+ years,RENT,56964,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > Money for the loan will be used to consolidate high interest rate credit cards.<br>,debt_consolidation,Debt Consolidation / Lower CC Rate,935xx,CA,27.55,0,Feb-99,0,,,7,0,17381,76.60%,20,f,0,0,20276.0603,20276.06,18000,2276.06,0,0,0,Jan-15,567.29,,May-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2500,2500,2500, 36 months,14.27%,85.78,C,C2,United states air force,7 years,RENT,49500,Source Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Money,325xx,FL,10.33,0,Nov-04,1,52,,7,0,9868,37.70%,20,f,0,0,2529.902083,2529.9,2500,29.9,0,0,0,Feb-12,2530.74,,Feb-12,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,20120.80657, 60 months,20.30%,559.89,E,E5,King Soopers (Kroger Co),10+ years,RENT,70000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/15/11 > I plan to use the funds from this loan to consolidate all my higher interest credit card debt into one payment, making it easier for me to budget, and to hopefully be debt free in 3-5 years.  I work for a very stable company, and will have been employed by them for 25 years in May.  While I have had some issues in the more distant  past, my payment record over the past 2-3 years will show that I have been very dilligent in making all payments on time, making me a good candidate for this loan.  <br>",credit_card,Credit Card,801xx,CO,23.21,0,Dec-91,2,,,17,0,12508,70.70%,25,f,0,0,27097.72185,24863.3,21000,6097.72,0,0,0,Aug-13,17029.75,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,8.90%,1111.37,A,A5,City of Los Angeles,6 years,MORTGAGE,125000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/13/11 > The purpose of this loan is to consolidate my high interest loans/credit cards into a lower payment/rate.  My goal is to be debt free in three years.<br> Borrower added on 12/14/11 > I have been in the same field for many years and do not have any negatives or late payments on my credit record. I appreciate your faith in investing in me. I will not let you down.  Thank you for your  consideration.<br>,debt_consolidation,Debt Consolidation,928xx,CA,22.71,0,Aug-00,0,,,8,0,9051,34.80%,32,f,0,0,40009.00999,40009.01,35000,5009.01,0,0,0,Jan-15,1123.85,,Jun-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,7.51%,311.11,A,A3,Malvern School of Medford,3 years,RENT,33000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/13/11 > 3 year plan (if not sooner) to pay off accumulated credit card debt. It is becoming increasingly difficult to pay off the balance when they keep piling on the interest. <br>,credit_card,Financial Freedom,080xx,NJ,9.75,0,Oct-04,1,,,9,0,68,0.60%,19,f,0,0,11028.3575,11028.36,10000,1028.36,0,0,0,Dec-13,4190.34,,Nov-13,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,12.69%,234.82,B,B5,Best Buy,< 1 year,RENT,30000,Source Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/13/11 > I'm gonna use this loan to pay off high interest credit cards.<br>I'm a good borrower because I pay my bills on time and usually pay more than the minimum amount.<br>I'm one of the top performer at my job and very well liked by management so my job is very stable.<br><br>  Borrower added on 12/15/11 > I do my monthly budget on excel so that I will know how much to use towards rent, bills, food, gas, leisure and etc.<br>",credit_card,Credit Card,233xx,VA,15.8,0,Aug-04,2,,,7,0,15455,47.60%,11,f,0,0,8453.250717,8453.25,7000,1453.25,0,0,0,Jan-15,238.06,,Jan-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 36 months,15.96%,843.3,C,C5,lafidale inc,8 years,MORTGAGE,90000,Source Verified,Dec-11,Charged Off,n,,,home_improvement,home improve,927xx,CA,9.17,0,Jun-95,1,,,9,0,30952,71.20%,23,f,0,0,5903.1,5903.1,3813.57,2082.11,0,7.42,0,Aug-12,843.3,,Nov-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10625,10625,10625, 36 months,7.51%,330.56,A,A3,Dennis Alleman DMD,5 years,MORTGAGE,23000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/13/11 > I plan to consolidate some bills credit cards. Paying my bills on time. I being at my job for about  five years.<br>,medical,Bills,970xx,OR,18.89,0,Feb-05,1,,,9,0,7114,43.40%,21,f,0,0,11843.01164,11843.01,10625,1218.01,0,0,0,Jun-14,2594.01,,Oct-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,14.65%,172.48,C,C3,Military,2 years,RENT,24000,Source Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Debt Consolidation,150xx,PA,18.3,0,Nov-05,2,24,,5,0,2429,33.30%,9,f,0,0,5682.99014,5682.99,5000,682.99,0,0,0,Jan-13,3615.46,,May-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8850,8850,8850, 36 months,6.62%,271.73,A,A2,Carroll County Public Schools,10+ years,RENT,62000,Source Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/15/11 > Hello! After having a great experience with Lending Club with higher interest rate debt, I am applying for a loan to pay off my lower interest rate debts. <br><br>For this loan:<br>$3768 at 10.24%...$75 per month <br>$4794 at 8.99%...$188 per month <br><br>Other info:<br>Current LC Loan  - Approx. $9000 at 8.88% - $381 per month  <br>House/Rent/Car $0.00...paid off<br>Minimal student loan payment at 3.99% (of course not consolidating)<br>Utilities...minimal<br><br>Taking on this loan is more than comparable to the bills I have been paying and my debt will be payed off in 36 months. I would rather pay interest to you then them. Thank you very much for your consideration!!<br><br>",credit_card,After Great Experience I am Back Again,211xx,MD,17.71,0,Sep-98,0,,,7,0,9466,35.90%,19,f,0,0,9782.190001,9782.19,8850,932.19,0,0,0,Jan-15,5.67,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6375,6375,6375, 36 months,7.51%,198.34,A,A3,Dental TLC,4 years,RENT,44000,Source Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Credit Cards & Laptop,303xx,GA,4.8,0,Nov-00,0,,,7,0,6324,58%,11,f,0,0,6737.872873,6737.87,6375,362.87,0,0,0,Dec-12,2585.54,,Jan-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,11.71%,198.46,B,B3,Infosys Technologies Ltd.,1 year,RENT,90000,Not Verified,Dec-11,Fully Paid,n,,,credit_card,Credit Card,070xx,NJ,2.97,1,May-07,0,16,,10,0,8489,56.60%,23,f,0,0,7041.911592,7041.91,6000,1041.91,0,0,0,Mar-14,2082.79,,Jun-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
